Date,NIPPON INDIA LARGE CAP FUND,ICICI PRUDENTIAL LARGE CAP FUND,INVESCO MID CAP FUND,MOTILAL OSWAL MID CAP FUND,HDFC SMALL CAP FUND,BANDHAN SMALL CAP FUND
5/28/2024,81.8703,99.3,139.48,84.8977,124.106,37.832
5/29/2024,81.1713,98.45,139.01,84.3683,124.243,37.916
5/30/2024,80.5746,97.69,137.6,83.3778,122.85,37.424
5/31/2024,80.9845,97.8,138.32,83.2923,123.118,37.565
6/3/2024,83.6755,100.81,142.04,85.5169,124.962,38.247
6/4/2024,78.1305,94.96,133.78,80.988,118.142,35.816
6/5/2024,80.6756,97.9,139.65,85.1846,121.586,36.999
6/6/2024,81.5876,98.72,142.75,86.8387,124.693,37.917
6/7/2024,83.1511,100.53,145.1,88.4733,127.392,38.795
6/10/2024,83.2841,100.81,145.85,88.1373,128.636,39.238
6/11/2024,83.3825,100.94,145.89,88.873,128.764,39.393
6/12/2024,83.7793,101.29,147.68,89.5182,129.929,39.695
6/13/2024,84.2107,101.61,149.44,90.3335,131.005,40.09
6/14/2024,84.7667,101.97,151.86,91.4582,131.858,40.286
6/18/2024,84.891,102.14,153.26,92.9397,132.258,40.407
6/19/2024,84.6916,101.53,151.66,92.6552,131.555,40.383
6/20/2024,84.9524,101.7,153.17,93.3411,132.547,40.556
6/21/2024,84.6593,101.4,153.19,93.2686,132.726,40.528
6/24/2024,84.8211,101.64,153.91,93.9869,132.749,40.729
6/25/2024,85.4002,102.2,153.89,93.5928,132.596,40.875
6/26/2024,85.6349,102.87,153.56,93.8926,133.014,40.896
6/27/2024,86.0678,103.64,153.69,94.6249,132.363,40.798
6/28/2024,85.901,103.49,154.55,95.5442,132.508,41.09
7/1/2024,86.5806,104.02,155.98,96.0972,134.425,41.924
7/2/2024,86.4724,104.03,154.86,95.5785,134.437,41.891
7/3/2024,87.2089,104.56,155.65,96.3037,135.349,42.211
7/4/2024,87.4511,104.89,156.48,97.0998,136.351,42.379
7/5/2024,87.5946,105.32,156.94,97.007,136.676,42.625
7/8/2024,87.62,105.28,155.73,96.3011,136.733,42.626
7/9/2024,88.0398,106.05,156.17,97.0159,136.803,42.765
7/10/2024,87.7242,105.89,156.02,96.6917,136.376,42.684
7/11/2024,87.8229,105.83,156,96.6038,137.036,43.017
7/12/2024,88.0764,106.22,155.89,97.4823,137.632,42.927
7/15/2024,88.4214,106.71,156.6,98.3068,137.811,43.141
7/16/2024,88.1517,106.73,157.44,98.1908,137.956,43.237
7/18/2024,88.3592,107.03,155.93,97.7293,136.791,42.926
7/19/2024,87.1846,105.57,152.89,96.4067,133.782,42.094
7/22/2024,87.4424,105.8,153.67,97.1817,134.94,42.451
7/23/2024,87.2984,105.45,153.93,97.1292,134.202,42.37
7/24/2024,87.4928,105.73,156.89,98.3563,136.763,43.091
7/25/2024,87.464,105.99,156.2,97.8029,136.506,43.083
7/26/2024,88.8894,107.5,158.06,98.796,138.035,43.564
7/29/2024,89.039,107.78,159.71,99.3748,139.066,43.848
7/30/2024,89.2143,107.95,160.48,99.8506,139.528,44.281
7/31/2024,89.5355,108.55,160.67,100.3366,139.366,44.34
8/1/2024,89.6712,108.76,159.1,99.6955,139.344,44.25
8/2/2024,88.9536,107.3,157.16,99.3063,138.013,44.167
8/5/2024,86.5067,104.64,152.29,96.629,132.895,42.867
8/6/2024,86.0207,104.3,151.59,96.1152,133.488,42.665
8/7/2024,87.2818,105.95,154.01,98.5421,135.484,43.625
8/8/2024,86.6848,105.18,154.12,97.6641,135.063,43.563
8/9/2024,87.3948,106.08,155.42,98.265,135.812,44.015
8/12/2024,87.164,106.18,155.94,98.4215,136.196,44.123
8/13/2024,86.1857,105.43,155.68,97.8439,134.753,43.69
8/14/2024,86.1974,105.29,155.82,97.8779,134.491,43.696
8/16/2024,87.5499,106.71,158.53,99.5034,137.379,44.501
8/19/2024,87.7072,106.79,159.08,99.5604,139.098,45.107
8/20/2024,88.2033,107.46,159.61,100.3507,139.427,45.465
8/21/2024,88.4,107.68,159.88,100.2446,140.804,45.947
8/22/2024,88.5254,107.98,161.1,101.4844,141.005,46.156
8/23/2024,88.4914,108.14,161.09,100.9044,141.358,46.438
8/26/2024,89.1067,108.75,162.78,101.7225,140.995,46.592
8/27/2024,89.3284,109.13,162.8,101.7508,141.026,46.858
8/28/2024,89.2397,109.27,163.08,101.9921,141.116,46.919
8/29/2024,89.3583,109.47,162.57,101.8389,140.612,46.668
8/30/2024,89.796,109.93,164.25,101.9474,141.972,47.137
9/2/2024,89.9005,110.03,163.78,102.7567,142.078,47.001
9/3/2024,90.0408,110.16,165.06,103.5338,142.767,47.374
9/4/2024,89.6107,109.98,165.3,103.2671,142.561,47.477
9/5/2024,89.7441,109.78,165.98,103.465,143.669,47.792
9/6/2024,88.585,108.54,164.66,102.9301,142.176,47.302
9/9/2024,88.932,108.74,164.27,102.9619,140.887,47.017
9/10/2024,89.6201,109.1,166.1,104.244,143.08,47.524
9/11/2024,89.2029,108.65,165.85,104.4843,142.319,47.422
9/12/2024,90.5238,110.4,168.27,105.97,143.204,47.843
9/13/2024,90.3875,110.25,169.73,106.7237,143.959,48.183
9/16/2024,90.4034,110.52,170.29,106.1222,143.822,48.45
9/17/2024,90.3572,110.75,170.87,106.5078,143.711,48.535
9/18/2024,90.2671,110.54,170.27,105.4424,142.377,48.318
9/19/2024,90.1892,110.59,170.04,105.7283,141.483,47.728
9/20/2024,91.1582,112.12,173.28,107.3725,141.651,48.304
9/23/2024,91.7686,112.88,175.43,108.0283,142.334,48.758
9/24/2024,91.8587,112.92,175.47,108.2477,142.994,48.822
9/25/2024,92.1233,113.19,174.2,107.3943,143.04,48.698
9/26/2024,92.6849,113.98,173.76,106.7341,142.153,48.519
9/27/2024,92.7189,113.81,173.25,107.5545,141.807,48.441
9/30/2024,91.5758,112.24,172.4,107.5437,141.884,48.496
10/1/2024,91.5599,112.22,172.4,108.7021,142.637,48.64
10/3/2024,89.8012,109.98,168.67,107.0324,140.251,47.791
10/4/2024,89.0957,109.11,167.39,105.845,139.626,47.418
10/7/2024,87.9059,108.05,164.21,105.1393,136.6,46.12
10/8/2024,89.0223,108.94,168.63,107.2399,139.548,47.156
10/9/2024,89.3397,109.22,170.21,108.2063,140.204,47.612
10/10/2024,89.5868,109.1,169.88,107.7789,140.665,47.782
10/11/2024,89.4677,108.97,170.47,108.5217,141.317,47.988
10/14/2024,89.9528,109.45,172.36,109.2957,141.306,48.007
10/15/2024,89.9069,109.42,173.34,109.7683,142.983,48.58
10/16/2024,89.8298,109.29,172,109.1487,143.107,48.692
10/17/2024,88.9684,108.25,169.01,107.8546,141.305,47.988
10/18/2024,89.259,108.8,168.69,107.525,140.814,47.9
10/21/2024,88.8012,108.53,166.3,105.4805,138.872,47.262
10/22/2024,87.3569,107.27,161.59,103.3106,134.989,45.755
10/23/2024,87.3246,107.01,163.67,106.0341,136.117,46.139
10/24/2024,87.1395,106.98,162.61,105.3958,135.613,45.615
10/25/2024,86.3078,105.97,159.75,103.9477,133.517,44.483
10/28/2024,86.6142,106.37,159.73,104.0685,135.361,45.25
10/29/2024,87.3976,106.82,161.81,104.5112,135.723,45.538
10/30/2024,87.0751,106.38,162.26,103.7875,137.349,46.148
10/31/2024,86.934,106.15,162.61,102.968,139.715,46.638
11/4/2024,86.2559,105.08,161.55,102.8911,139.73,46.451
11/5/2024,86.9325,105.82,162.09,103.3903,140.144,46.765
11/6/2024,87.9876,106.93,165.87,106.8895,142.376,47.675
11/7/2024,87.3088,105.76,164.69,106.3261,142.496,47.248
11/8/2024,86.9725,105.52,162.86,105.5398,140.091,46.497
11/11/2024,87.0862,105.51,162.1,104.8835,138.904,46.117
11/12/2024,86.0075,104.5,161.93,103.9441,137.579,45.477
11/13/2024,84.7074,103.17,158.43,101.3851,133.956,44.224
11/14/2024,84.7525,103.26,159.49,102.2904,134.147,44.549
11/18/2024,84.5608,103.01,159.35,102.6115,132.964,44.171
11/19/2024,84.8386,103.22,160.93,104.2025,134.072,44.506
11/21/2024,84.3101,102.88,161.15,104.0467,133.079,44.229
11/22/2024,86.0312,104.79,162.85,105.1041,134.093,44.689
11/25/2024,87.3321,106.22,165.02,106.2317,136.631,45.299
11/26/2024,87.2485,105.86,165.52,106.2173,137.404,45.706
11/27/2024,87.6279,106.14,166.41,107.0893,138.54,46.408
11/28/2024,86.697,104.96,166.41,106.8188,138.965,46.679
11/29/2024,87.1792,105.92,167.14,108.4242,139.933,47.004
12/2/2024,87.5339,106.52,169.32,109.3996,140.732,47.318
12/3/2024,88.5067,107.24,170.38,110.0776,142.341,47.81
12/4/2024,88.9113,107.19,172.08,110.5955,143.571,48.026
12/5/2024,89.595,107.92,173.45,111.6714,143.652,48.123
12/6/2024,89.8058,108.01,174.19,112.2966,144.422,48.471
12/9/2024,89.6698,108,174.69,113.2076,145.221,48.692
12/10/2024,89.7023,107.89,174.81,113.1392,146.001,48.793
12/11/2024,89.7748,108.1,175.53,113.4644,146.29,48.975
12/12/2024,89.4065,107.67,174.7,113.4315,145.301,48.57
12/13/2024,89.9108,108.42,175.12,113.8696,144.468,48.355
12/16/2024,89.9224,108.16,177.14,114.6954,144.572,48.646
12/17/2024,89.0832,106.8,176.76,114.3892,143.575,48.451
12/18/2024,88.4564,106.08,176.9,114.1804,142.38,48.161
12/19/2024,87.7738,105.28,176.05,113.7292,142.04,47.984
12/20/2024,86.3429,103.71,172.63,110.2629,139.012,46.945
12/23/2024,86.632,104.19,172.34,110.4446,138.312,46.691
12/24/2024,86.6093,104.15,172.76,110.3554,138.545,46.829
12/26/2024,86.6441,104.37,173.17,111.1752,138.402,46.708
12/27/2024,86.6347,104.41,172.57,111.2401,138.908,46.921
12/30/2024,86.1741,103.7,172.6,112.7913,138.374,46.64
12/31/2024,86.186,103.76,172.51,112.5509,139.14,46.904
1/1/2025,86.5604,104.31,173,112.8177,140.25,47.234
1/2/2025,87.8702,105.86,175.23,114.0577,141.399,47.617
1/3/2025,87.5069,105.25,174.92,113.3,141.509,47.669
1/6/2025,85.8431,103.57,170.91,110.5746,137.608,46.161
1/7/2025,86.2164,104.03,172.21,110.8756,139.498,46.755
1/8/2025,85.9174,103.71,169.67,109.1078,138.049,46.161
1/9/2025,85.1653,102.91,167.72,107.4554,136.514,45.585
1/10/2025,84.3944,102.17,165.05,105.6227,133.826,44.505
1/13/2025,82.7629,100.43,157.8,100.3627,129.537,42.852
1/14/2025,83.3669,100.92,159.75,101.4832,131.384,43.672
1/15/2025,83.6809,101.13,161.02,101.3873,131.721,43.841
1/16/2025,84.2462,101.82,162.12,101.4292,133.349,44.306
1/17/2025,84.0995,101.58,161.59,100.8133,132.931,44.269
1/20/2025,84.2896,101.95,161.71,101.374,133.019,44.626
1/21/2025,82.7274,100.68,157.54,97.1193,130.877,43.769
1/22/2025,82.7453,100.87,154.89,95.4596,129.371,43.232
1/23/2025,83.0527,101.38,158.6,98.7327,130.138,43.478
1/24/2025,82.3234,100.72,155.58,97.1149,128.018,42.425
1/27/2025,80.9769,99.61,151.71,94.5602,124.607,41.143
1/28/2025,81.2029,100.07,149.64,93.6567,122.503,40.779
1/29/2025,82.3225,100.96,153.66,95.8659,125.908,41.965
1/30/2025,82.5628,101.32,152.79,94.4756,125.9,42
1/31/2025,83.5861,102.49,154.78,96.1371,127.161,42.747
2/3/2025,83.1721,101.32,156.82,96.554,126.004,42.34
2/4/2025,84.5194,102.97,157.83,97.7195,127.044,42.919
2/5/2025,84.4861,103.13,158.92,98.012,129.033,43.553
2/6/2025,84.1253,102.8,156.49,96.6454,129.256,43.452
2/7/2025,83.9698,102.77,157.01,97.3959,128.364,43.098
2/10/2025,82.9366,101.89,153.26,95.3392,125.95,42.164
2/11/2025,81.4654,100.48,148.92,93.8302,122.556,40.829
2/12/2025,81.2803,100.57,148.42,93.2289,122.111,40.809
2/13/2025,81.3032,100.58,148.78,93.175,121.963,40.745
2/14/2025,80.5867,99.88,145.56,91.6804,119.287,39.55
2/17/2025,80.5767,99.97,145.97,91.7145,118.337,39.352
2/18/2025,80.5443,99.92,145.27,91.7949,117.125,38.868
2/19/2025,80.9968,100.12,147.41,92.5028,119.204,39.631
2/20/2025,81.2724,100.14,149.7,93.2566,120.483,40.142
2/21/2025,80.8213,99.57,147.65,92.0867,120.35,39.897
2/24/2025,79.9917,98.63,146.21,91.5979,118.913,39.479
2/25/2025,79.8344,98.38,145.55,91.2872,118.085,39.344
2/27/2025,79.5354,98.04,144,89.5685,116.247,38.719
2/28/2025,78.1756,96.31,141.23,88.6747,113.778,37.98
3/3/2025,78.2249,96.36,141.94,88.9186,112.997,37.71
3/4/2025,78.3861,96.19,142.68,88.8571,113.589,38.032
3/5/2025,79.3638,97.4,145.69,91.1663,116.839,39.037
3/6/2025,80.1897,98.27,145.96,90.3949,118.525,39.705
3/7/2025,80.1388,98.17,145.39,89.8222,118.896,39.996
3/10/2025,79.6553,97.62,143.1,88.0516,116.548,39.292
3/11/2025,79.5781,98.07,143.85,89.3449,115.407,38.957
3/12/2025,79.459,97.93,143.21,88.8442,114.839,38.899
3/13/2025,79.1801,97.59,142.37,88.6047,113.615,38.594
3/17/2025,79.7204,98.15,143.24,89.0108,113.175,38.565
3/18/2025,81.1387,99.58,146.53,90.3501,115.564,39.566
3/19/2025,81.7812,100.26,149.21,91.5646,117.531,40.312
3/20/2025,82.4135,101.36,150.49,91.224,118.618,40.614
3/21/2025,83.1904,102.17,152.81,91.8589,120.559,41.362
3/24/2025,84.3255,103.42,153.64,92.8023,122.113,41.708
3/25/2025,84.0571,103.36,152.91,92.7646,121.354,41.095
3/26/2025,83.2831,102.69,151.03,92.6503,119.709,40.467
3/27/2025,83.9386,103.19,152.78,93.2765,121.626,40.82
3/28/2025,83.4739,102.92,152.94,92.6273,121.314,40.655
4/1/2025,82.3781,101.56,151.76,91.3432,121.316,40.602
4/2/2025,83.0534,102.24,153.62,92.8778,121.778,41.042
4/3/2025,82.8787,102.19,153.03,91.2153,122.213,41.425
4/4/2025,81.2673,100.52,149.79,88.9378,118.612,40.178
4/7/2025,78.8775,97.52,143.09,86.5428,114.695,38.645
4/8/2025,80.1882,99.08,146.23,87.3589,116.455,39.418
4/9/2025,79.6473,98.57,145.4,86.7492,115.535,38.894
4/11/2025,80.9268,100.09,148.09,88.0095,118.013,40.045
4/15/2025,82.9473,102.47,152.84,89.6185,120.968,41.179
4/16/2025,83.4589,102.75,153.57,90.068,122.343,41.69
4/17/2025,84.5414,104.36,154.56,90.8845,122.695,41.923
4/21/2025,85.6844,105.51,158.17,92.3787,124.655,42.536
4/22/2025,85.8921,105.56,159.5,93.0829,125.488,42.859
4/23/2025,86.3846,106.35,160.8,94.5278,126.215,43.027
4/24/2025,86.2827,106.09,160.49,93.7774,126.507,43.049
4/25/2025,85.2251,105.08,156.74,93.0542,123.951,42.112
4/28/2025,86.2463,106.49,158.22,93.9671,124.922,42.292
4/29/2025,86.3024,106.26,159.08,94.8983,124.856,42.274
4/30/2025,86.0504,106.59,157.52,94.6147,122.951,41.643
5/2/2025,86.1579,106.57,157.17,94.4274,122.773,41.485
5/5/2025,86.7053,107.05,159.72,96.1199,124.319,41.966
5/6/2025,85.8139,106.52,156.4,94.9081,121.489,40.95
5/7/2025,86.2213,106.62,158.28,95.9514,122.436,41.409
5/8/2025,85.4362,105.82,156.22,95.3796,121.846,41.039
5/9/2025,84.7155,104.9,154.89,95.1462,121.413,40.812
5/12/2025,87.9073,108.32,161.68,98.4799,126.049,42.412
5/13/2025,87.1368,107.33,162.79,98.4594,127.576,42.717
5/14/2025,87.6674,107.73,164.89,98.9159,129.499,43.317
5/15/2025,88.8307,109.37,166.49,99.0248,131.086,43.719
5/16/2025,89.0774,109.36,166.99,99.4291,132.441,44.15
5/19/2025,88.9903,109.26,167.87,99.3442,133.253,44.567
5/20/2025,87.892,108.17,165.42,98.3751,132.137,44.208
5/21/2025,88.5117,108.75,165.92,98.5875,132.888,44.342
5/22/2025,87.8868,108.09,165.15,98.2634,132.99,44.339
5/23/2025,88.7384,108.87,166.92,98.569,133.789,44.643
5/26/2025,89.4434,109.34,167.33,99.1519,134.16,44.947
5/27/2025,89.0729,108.65,167.32,99.2548,134.291,44.934
5/28/2025,88.953,108.49,167.44,99.5533,134.59,45.185
5/29/2025,89.2401,108.9,168.09,100.1358,135.009,45.357
5/30/2025,88.993,108.55,169.22,99.7102,134.994,45.554
6/2/2025,89.0876,108.48,169.82,99.6461,135.328,45.694
6/3/2025,88.5853,107.83,170.19,99.4343,135.871,45.72
6/4/2025,88.9771,108.11,171.23,99.9087,136.316,45.79
6/5/2025,89.4297,108.65,173.27,100.4369,136.814,46.062
6/6/2025,90.2936,109.61,176.33,101.035,137.037,46.637
6/9/2025,90.9343,110.09,178.04,101.4332,138.282,47.097
6/10/2025,90.8223,109.99,177.43,101.6375,139.162,47.235
6/11/2025,90.9004,110.19,176.68,101.3615,139.158,47.268
6/12/2025,89.7591,109.14,174.23,100.0764,137.573,46.666
6/13/2025,89.1357,108.49,173.99,100.0642,136.976,46.596
6/16/2025,89.7833,109.44,175.55,100.9352,137.926,46.69
6/17/2025,89.5283,109.11,174.5,100.7907,136.978,46.409
6/18/2025,89.4768,108.95,174.15,100.7369,136.801,46.23
6/19/2025,89.0867,108.83,172.14,99.5741,134.698,45.543
6/20/2025,90.067,109.98,175.1,101.1025,134.786,45.815
6/23/2025,89.617,109.27,175.98,102.0678,135.625,45.809
6/24/2025,90.1707,109.63,177.45,102.532,136.579,46.242
6/25/2025,90.8066,110.36,179.08,103.0927,138.831,46.754
6/26/2025,91.6133,111.49,179.62,103.3036,138.968,46.757
6/27/2025,92.0318,112.14,180.24,103.5165,139.685,46.87
6/30/2025,91.7879,111.63,181.28,104.6415,140.691,47.168
7/1/2025,91.7174,111.66,181.14,104.6514,141.092,47.162
7/2/2025,91.3253,111.41,180.98,105.1597,141.289,47.135
7/3/2025,91.0398,111.25,181.12,104.9397,142.195,47.234
7/4/2025,91.2754,111.64,179.56,103.7359,142.329,47.249
7/7/2025,91.2383,111.59,179.49,103.6136,141.788,47.112
7/8/2025,91.4893,111.82,179.4,103.0673,141.47,47.092
7/9/2025,91.4895,111.69,179.89,102.825,142.057,47.195
7/10/2025,91.2722,111.23,180.23,102.9257,142.384,47.4
7/11/2025,90.7945,110.43,179.95,101.9561,141.452,47.254
7/14/2025,90.5999,110.3,181.88,102.4591,142.235,47.519
7/15/2025,90.9188,110.79,183.12,103.116,143.487,48.009
7/16/2025,91.1015,110.86,183.37,103.3945,143.838,48.209
7/17/2025,90.9279,110.47,183.33,103.3994,144.163,48.38
7/18/2025,90.4747,109.88,183,102.8811,143.852,48.174
7/21/2025,90.8671,110.41,184.18,103.9432,143.522,48.221
7/22/2025,90.8235,110.12,184.25,103.5914,143.255,48.095
7/23/2025,91.2356,110.7,184.32,103.9516,143.374,48.011
7/24/2025,90.8201,110.1,183.12,102.0769,143.569,47.818
7/25/2025,89.8604,109.39,180.82,101.137,141.942,47.23
7/28/2025,89.3506,109.07,179.11,101.0376,140.383,46.724
7/29/2025,89.8074,109.7,180.44,101.5944,141.656,47.105
7/30/2025,90.2341,110.23,180.41,101.8854,142.028,47.238
7/31/2025,90.1472,109.77,179.39,101.9348,141.315,46.772
8/1/2025,89.5333,108.68,177.17,101.4246,139.638,46.179
8/4/2025,89.704,109.04,178.29,102.765,140.704,46.249
8/5/2025,89.704,109.04,178.29,102.765,140.704,46.249
8/6/2025,89.4128,108.82,177.67,101.3166,139.329,45.827
8/7/2025,89.5186,109.06,178.38,102.2242,139.407,45.746
8/8/2025,88.6916,108.1,176.71,99.4516,138.38,45.355
8/11/2025,89.5164,108.9,178.37,101.0578,138.664,45.567
8/12/2025,89.3688,108.95,177.83,100.4142,139.41,45.553
8/13/2025,90.1173,109.43,179.48,101.1978,139.539,45.693
8/14/2025,90.0996,109.53,179.51,101.7199,138.713,45.58
8/18/2025,91.0878,110.8,181.72,102.6865,140.699,45.933
8/19/2025,91.5831,111.23,182.86,103.4462,142.34,46.318
8/20/2025,91.9515,111.41,184.13,104.1744,142.691,46.322
8/21/2025,92.014,111.61,184.33,104.1106,142.747,46.337
8/22/2025,91.4064,110.84,183.64,104.433,141.949,46.195
8/25/2025,91.6567,111.21,183.61,104.7199,142.211,46.293
8/26/2025,90.7601,110.07,181.07,103.1518,140.635,45.723
8/28/2025,90.0507,109.2,178.12,102.5015,139.439,45.221
8/29/2025,89.8671,108.84,176.44,101.99,139.273,45.057
9/1/2025,90.5925,109.69,179.68,104.5846,141.08,45.637
9/2/2025,90.4332,109.5,179.07,104.4081,142.308,45.84
9/3/2025,90.9686,109.96,180.32,105.2576,142.389,46.171
9/4/2025,90.882,109.77,179.56,104.5043,142.012,45.992
9/5/2025,90.9295,109.91,180.34,104.0836,141.434,45.969
9/8/2025,91.035,110.05,180.68,104.0183,141.332,46.215
9/9/2025,91.2937,110.33,181,103.7724,142.031,46.239
9/10/2025,91.635,110.53,181.73,104.9395,143.366,46.743
9/11/2025,91.6796,110.73,181.51,104.9859,143.146,47.024
9/12/2025,92.1905,111.23,181.44,104.8286,143.146,47.024
9/15/2025,92.3397,111.14,181.95,104.8544,143.422,47.318
9/16/2025,93.0103,111.95,183.24,105.928,144.249,47.576
9/17/2025,93.3147,112.31,184.02,106.2657,144.865,47.83
9/18/2025,93.5895,112.69,184.65,106.8109,144.99,47.852
9/19/2025,93.4064,112.45,184.86,105.7859,145.681,47.92
9/22/2025,92.9164,112,183.25,104.8649,144.754,47.665
9/23/2025,92.9169,111.8,182.87,104.0274,144.52,47.498
9/24/2025,92.4855,111.35,181.63,103.0154,143.795,47.216
9/25/2025,91.7141,110.84,180.12,101.8392,142.815,46.835